category	video_id	clip
Comedy	E8NBmRJomE8	71
People_Blogs	Ynmp8jFNHkQ	37
People_Blogs	gPUWwMZMyXU	98
Gaming	AmvTmJRKVhU	39
Autos_Vehicles	SibbEi9dMcY	96
Autos_Vehicles	1Y_YPgkWQIo	49
People_Blogs	tgqlcKggV0g	97
Travel_Events	crqoUe6tuIo	84
Education	KHXPWOugEKo	45
Gaming	sGDqarjE_qw	27
People_Blogs	rWXimAjdA5I	5
Film_Animation	UhmkFpPkYPk	5
Gaming	1XBVfUtMx8A	40
Travel_Events	CNEOljJXVNE	9
People_Blogs	UjAnkE6080w	16
Science_Technology	2XLPBKxn6Bo	293
Film_Animation	gOcXEFdD7dc	2
Sports	D-1e3WLI3dg	2
People_Blogs	SNx8B_oE8IY	15
Travel_Events	frQclXPfhLk	92
Travel_Events	8nkl59ggIAY	61
Travel_Events	T0DNBJT6_dk	393
People_Blogs	pAAKv2s7gN0	34
Gaming	D56CckqlsB4	2
Travel_Events	mGOhmQOwMSM	23
Travel_Events	_kdVbteuA-k	276
Gaming	fjZbc_jVUYk	23
Travel_Events	rgsXBdOC5Eo	242
Travel_Events	AZ_wKOuziSI	24
People_Blogs	f5nScfOieRc	16
Entertainment	6K-1zMz8I3A	23
Travel_Events	cP0SYoiZh0M	48
Travel_Events	lpMjoCrjAEY	20
Travel_Events	jCSXtoB1ag4	111
Entertainment	Hnwd9jMFn8s	4
Travel_Events	h_VAL3DvZoY	5
Travel_Events	J3Xef3E3aTQ	363
Entertainment	lzhEisfHiFI	1
Travel_Events	fzTHnyzLxhk	41
People_Blogs	2CZtFQwQy3g	85
Travel_Events	ARH_9OGQZos	63
Science_Technology	ZgR_kg52owI	197
Travel_Events	cqwCb9vFm5I	86
People_Blogs	amcaEqWf880	88
Pets_Animals	qpnqdnGjAM8	13
Entertainment	Bct3nEUpFKE	5
Gaming	BCZ51J1YheI	0
Travel_Events	BE-irHmbQOY	11
Travel_Events	zIabT62Azp0	93
Travel_Events	W0sTwUzjnFc	15
Travel_Events	XRjy1qiAQuE	17
Entertainment	bqDwlAUlDNU	361
Entertainment	K5vWEDr0Ek4	12
Sports	pYHGw2iL1cc	9
Travel_Events	jOwsKOvfAqs	7
People_Blogs	GlgscCaeMSE	130
People_Blogs	060MJJe53F0	1
People_Blogs	LnSG5C6cwfg	39
People_Blogs	mKf3WiSvnUI	28
Travel_Events	IpJeHg7WdRc	120
Autos_Vehicles	qt96GsUPwy0	4
Travel_Events	dsBmH7iI_jY	10
Travel_Events	IvhE9nDjuys	25
Comedy	f8TNtQM6kkY	44
Pets_Animals	udezL1JAgOM	89
Comedy	XBPJI-15P9I	39
People_Blogs	BuQ0icXN_Xg	56
People_Blogs	DAhGMDJC8rY	2
Travel_Events	r8AZzVkQ_9E	11
People_Blogs	YBDlanoSwuc	289
Travel_Events	VALWe9ppLO8	140
Travel_Events	zkg8DQsmd5k	8
Autos_Vehicles	-C9hydVxf5E	82
Autos_Vehicles	jWjhlpMpetc	9
Gaming	JipE_7cWnBs	384
Autos_Vehicles	SlF80P1U6fs	34
Travel_Events	t4gEBOxO3i4	15
Sports	xRMxq0gD5TY	60
Travel_Events	fDzqV8FSA_Y	2
Entertainment	zbA6GCs4qSA	42
Travel_Events	xkDTPvSADxs	89
Sports	tfQR4YUmRaU	35
Travel_Events	vaFYX9Bl3q4	7
Travel_Events	u12RwUYS2t0	0
People_Blogs	VsnWOlNLpnk	36
Entertainment	wclX_fC7IsM	42
Education	J3ixfgJBtOc	152
Gaming	csZ22XU6LOU	0
Pets_Animals	mrszHks1CJ0	24
People_Blogs	wScH-fTjZGg	7
Travel_Events	oLungrb-feE	33
Film_Animation	tS9854NKZ4I	12
People_Blogs	xBF5I8xsHb0	22
Science_Technology	nW-QMhkt6_8	29
Sports	y9q-oDD4XKA	1
Entertainment	gsLGm51LYaI	58
Film_Animation	cNqvLGRKQ9g	6
Travel_Events	L3S7ueQ0PWE	71
People_Blogs	lXdYVLpSr9w	3
Travel_Events	g-mxDh2beb0	25
Entertainment	gQKw-W1VhA8	2
Travel_Events	TmkWxUS020I	53
Gaming	SWegBOTou7s	19
Travel_Events	EenKIuOKziw	3
Travel_Events	6ZwLfvpnEwY	149
Comedy	ZGWB6eMefBI	19
Travel_Events	-DbMbr5hJ7g	10
People_Blogs	DVwWtP_ywKw	13
Autos_Vehicles	JEmA17toeno	164
People_Blogs	r1SglfWLREg	85
People_Blogs	9TjXSqlF84M	39
People_Blogs	3-dLxVwW0XE	30
People_Blogs	DkDYw0MQcD0	104
Pets_Animals	6DZLEwIYdr8	132
Gaming	Ezv-EsoHhks	5
Science_Technology	64cWvxnaG0M	3
Entertainment	4HC8cMrL-UI	62
People_Blogs	iWGKeEm1VIc	44
Entertainment	QLNQGq-mzuU	8
Entertainment	eY8XHYfVLAY	18
Entertainment	n1VLBD19cmk	68
Film_Animation	rTJPgV7xlAY	39
Entertainment	Fi0dCcwctmc	24
Sports	Fguz6bHTRZ4	3
Autos_Vehicles	6W_IkB7O80w	0
Entertainment	8VPVBDV-W54	6
Gaming	SEwMN2LNMnM	8
People_Blogs	PNKXNcamIzg	9
Gaming	j7u7XPUPiM8	0
Sports	k4vsokH9_vE	50
Travel_Events	GXMcSR2meK4	19
News_Politics	5zMWC0RQ6MM	25
Science_Technology	dN5VNbVxbkc	77
Entertainment	ETTsaG-YCjM	5
Entertainment	2jfAd-B8WfM	252
Entertainment	1tUJ6gWfCBc	77
People_Blogs	NgWVhL2iouk	89
Nonprofits_Activism	bDCsFiOLObY	16
Travel_Events	o9fI1DS7LSo	10
Autos_Vehicles	yzc6ZUMGj1M	190
People_Blogs	GeOfbc1-U8I	129
Education	povsqsqYoLE	21
Travel_Events	thxpSZmUHiM	38
Entertainment	SgN52IgtZXI	30
Gaming	1yum9aJs0YU	2
Travel_Events	IYaaErV3Lu0	226
Sports	ZcENg38z7ac	4
Travel_Events	cRRl-i5J8wA	42
People_Blogs	eqg_77OKL-I	17
Comedy	Xm_hYcKUYBM	1
Gaming	-PkViXxdLe8	5
People_Blogs	YZRn97Ckq_c	266
Education	Mk71HB3x2ZM	23
Travel_Events	sWxSCf1Y0Xo	2
Gaming	Dr2hrtQQSxc	6
Travel_Events	myEyqLLnUfk	1
Entertainment	Z0pP4UUKs-g	190
People_Blogs	6vXurY_sHXg	30
Film_Animation	xfMWiNQ0WdY	6
Entertainment	t59onHD1ndU	47
Science_Technology	YPyvv16KtQg	63
People_Blogs	gCkwdsEm7oA	62
Gaming	KyNUzvnTfdY	41
Entertainment	HE9U5fiXdBw	24
Autos_Vehicles	4o6lLfz7Qvc	143
Travel_Events	eJTnr3ynQKM	6
People_Blogs	jqPn1ZIfsg0	6
People_Blogs	JOMp6mK3gOk	67
Education	o2rEdg0lN7U	33
Gaming	jlM_k0uKXTc	72
Entertainment	xtD6SowO2b8	12
People_Blogs	IVWdgJ0Fmzg	17
Entertainment	oZgXph7bY0o	6
People_Blogs	dNAfrIIrqlY	27
Howto_Style	zSrnJOINXCs	40
People_Blogs	h4sTqj79JBc	49
Travel_Events	1nRA9mzpQW4	163
Science_Technology	yfyhcnF7y1o	9
Entertainment	1AZSB-bCgKo	1
Entertainment	6I37vdkZnVQ	15
Education	QVUVVQ5doZs	103
Sports	c9b2P3vBav0	0
People_Blogs	w5cbfTLJe-g	154
People_Blogs	4Y5TQ2O8o0E	76
Travel_Events	4ZbB-rpnIBw	2
Autos_Vehicles	mdkyQT7-hC0	17
People_Blogs	46JrUzrYxwk	49
Travel_Events	qWxC0xe8T70	11
Sports	G1CZxN3fT2U	8
Entertainment	GCsEqVr5dpM	29
Education	cpMcl3TrT0s	70
Entertainment	dY9DWlZhHYs	2
Entertainment	jYUcSpxhlNs	10
Travel_Events	JdKuzq8mBqM	46
Howto_Style	GSA9c80VV5I	6
News_Politics	F9fIOcLaI2M	20
People_Blogs	YAWy4LjS4Fc	184
Film_Animation	F2F7iXY7FVI	305
Science_Technology	2XLPBKxn6Bo	106
Travel_Events	kx6rRJzxnrU	17
Entertainment	6_-CDm4CBQs	35
Travel_Events	OQQ46JZ2b1o	55
People_Blogs	WHncaEJVZco	30
People_Blogs	dorVVgbbqpg	15
Travel_Events	T0DNBJT6_dk	206
Howto_Style	Z7t9mJpGSI8	19
Pets_Animals	AT7_Kbwjrcw	132
Entertainment	Ii5OJ7_6UpM	91
Entertainment	27M7x2yDMmc	6
Travel_Events	MObTPEDabKw	18
Travel_Events	_kdVbteuA-k	89
Pets_Animals	MwllFFr6WbU	22
Travel_Events	rgsXBdOC5Eo	55
Education	Daihq2KZa98	4
Travel_Events	sj4iFUb0drU	44
Travel_Events	O_ZkyWLW9bo	31
People_Blogs	FIXIR6PsAuE	36
Gaming	PEqrLQcC_Qc	17
Travel_Events	kJmwqwVajLg	192
People_Blogs	iTRwpgLRpEE	17
Entertainment	SSPcP9e9qI0	10
Travel_Events	ZfFu1O92Hg0	232
Travel_Events	4cXlMqFtjA4	120
People_Blogs	h1c1yHdCvdc	29
Science_Technology	h-L6rPqEaDw	4
Gaming	5ReAadaCGd4	42
News_Politics	3qAbhM272NI	5
Nonprofits_Activism	bSr_n6PIo14	64
People_Blogs	XTzuWvcolZ0	18
Travel_Events	J3Xef3E3aTQ	176
Entertainment	eTlFhufxzhk	80
Pets_Animals	Wp0kpX9gnA4	79
Travel_Events	Y2Fp6jvXFfA	8
Entertainment	OtSIQRRkICo	80
Travel_Events	gSSOnHd90kA	223
Entertainment	88M7FPtDp2U	75
Science_Technology	ZgR_kg52owI	10
Entertainment	ZTI6hzLXV60	28
Autos_Vehicles	ECJz1T77OLs	17
Sports	WdwI3DwYYBo	67
Travel_Events	jwCG9kyAJS4	16
Entertainment	t6zJgKuxYFY	24
People_Blogs	5cbD8t8h3go	139
Entertainment	XKv82QoGW1o	3
Entertainment	7Eo8ddIhUnE	31
Pets_Animals	11b11WaXULw	50
People_Blogs	rYo3Zl2gdwc	59
Comedy	-4xtQ2bUUoQ	3
People_Blogs	c0Hjv_Oa_a4	70
Entertainment	4_acimftbWU	380
Sports	ZfYnHYJotVA	73
Film_Animation	2pNhhbHbmgU	168
Gaming	vwTyh4_yVng	54
Travel_Events	XPLm-EoyVYs	18
Entertainment	bqDwlAUlDNU	174
Science_Technology	ybwUy_uUB5s	219
Entertainment	QOB9nfJi2jc	29
Travel_Events	GEtrZ8sEOiQ	99
People_Blogs	r8ZyJ5AN-zQ	0
Entertainment	6TuCwE9d7vg	18
People_Blogs	9a6LG3fXeDQ	65
Entertainment	tRw9BWXH5mw	55
Sports	HW1lefCP4bc	25
Entertainment	wca6zAY2j2s	43
Entertainment	Wy4kQUdqDKM	18
Film_Animation	_Oq_fkDwx7U	4
Gaming	iDfsGX5pCHk	31
Gaming	QsmBwUYN404	1
Entertainment	IcIPoyR5sLs	6
Autos_Vehicles	ddworx5UjYE	40
News_Politics	9gXfSFQ2C6I	396
Education	lMNhaKFOZLI	2
Autos_Vehicles	3CGT18OvB64	4
Sports	hHZXTLxERDo	27
Entertainment	umz0qUIQy5Y	36
Film_Animation	qtwrzi1DNgU	100
Pets_Animals	6H1QW8_h2qU	8
People_Blogs	BKAFABeeor4	20
Autos_Vehicles	cHT-pCdAgcQ	2
Entertainment	w028RyBGy6M	51
Entertainment	YAQCSMm1xKA	57
Travel_Events	cNO7IVr2RBw	122
Entertainment	k4YITs0DxQM	23
Entertainment	DcXpWCNnYag	23
Travel_Events	WyDuGFJgrn8	51
Entertainment	VlnlH1gC-BM	32
Gaming	kL9iDL2wntc	16
People_Blogs	u95_tUJHBYo	36
Sports	B-vgkgu8gS8	136
Travel_Events	zPqpcBuvzBI	30
Howto_Style	kWQXS8yTpCU	37
Comedy	Rp6VM_hlkUk	226
Film_Animation	436NrxJGRIk	22
People_Blogs	SUwSGmWbDjk	9
Entertainment	F8MbEB7JopE	40
Autos_Vehicles	HK02q6kWhAk	28
Entertainment	rRVtxmsBJNg	12
Entertainment	dSimjTeh62I	35
Entertainment	01ZbQlgjwXY	25
Entertainment	JKm3uzL_A4c	3
Film_Animation	ykLs1GohDFE	1
Travel_Events	NNYtJZpIQOE	142
Entertainment	eH1OpkMoWAQ	49
Travel_Events	rVu9gkLZH34	185
Education	E9Ur8kDuYmw	17
Entertainment	sdhL4z7c9Ws	10
Travel_Events	ULSE5Yc4U7Q	134
Education	vLJhh9oaIoQ	69
Travel_Events	6t6mwXkQS7o	16
People_Blogs	i1KT2joglQA	8
Gaming	iUXQcITjI00	10
Entertainment	qY6nyYOh8nE	25
People_Blogs	Nv9srXm2_C8	104
People_Blogs	PH_-n7CaA3c	72
People_Blogs	0G7_1qMRy8g	56
Travel_Events	7bVN_AhAlVs	169
Science_Technology	gHqXtMnMxCw	6
Travel_Events	ut5ZlS7iG58	35
People_Blogs	1wnW7Gc3b8Y	52
People_Blogs	Eo9JYn_A6lI	4
Howto_Style	ybGWoy6eP7g	39
Howto_Style	QyKFSnHKj7k	10
People_Blogs	e7AYPnOcn2g	111
Sports	wCHNWHYMje4	162
Sports	Gy-83sUDkPQ	95
Gaming	kekaICFd3Wg	3
Entertainment	NS5rQDkMzec	29
People_Blogs	jWdhovTutzc	13
Comedy	UnGqvBBcGQ8	54
Travel_Events	ExWns49AhfI	68
Film_Animation	yeLQVare-3k	157
Autos_Vehicles	DI9D7sjlZTQ	9
People_Blogs	7m6n6AHv3zg	40
Entertainment	ZLpwpidflZg	67
Travel_Events	IYaaErV3Lu0	39
People_Blogs	ptzU5HVGzcw	36
Entertainment	TpHDoTp7CY4	26
People_Blogs	YZRn97Ckq_c	79
Science_Technology	cdBCUsqWS8U	17
Gaming	wNeARwbC-7s	35
People_Blogs	ZyBHdgxb_mo	5
Comedy	pw3ecbMuDcU	55
People_Blogs	ofAxBbfV-Zs	47
Gaming	hj8gHh1NVMY	26
Entertainment	BEBaZS-Uxqo	6
People_Blogs	ddFAhVfinzE	3
Comedy	bUJNYYYvNFU	13
Howto_Style	OaBfWnXil3M	110
Travel_Events	d9d1mqQklz8	22
Entertainment	va1AmV24VSs	22
Sports	xLd7C0cx6z8	6
People_Blogs	aOeK-sS5GLs	83
Sports	NhC6vqsbXnw	54
Travel_Events	l1IIoUNTNX0	29
Howto_Style	P0xOolEoDjE	23
People_Blogs	2IKBfvtWXMw	126
People_Blogs	EydODTcEXUQ	92
Science_Technology	CZoyjn9UKRc	82
Science_Technology	XCNc6yIEBtM	35
Entertainment	fW1dUrj0dBs	1
Travel_Events	2YUssC5yD7w	68
Gaming	fjt-34iUB1k	16
Entertainment	0jInco00_bs	32
Travel_Events	mr-guPrWw4E	561
Entertainment	AIKtiQt4kUI	2
Travel_Events	rBT2UgyOqfs	258
Travel_Events	Yt_SsybhTXc	158
Entertainment	opDTtotN1Jw	2
Film_Animation	F2F7iXY7FVI	118
Science_Technology	fEEY3hiXV5Q	50
Travel_Events	0HukN0eUofg	127
Travel_Events	T0DNBJT6_dk	19
Science_Technology	8Gc0NCMw8tM	1
People_Blogs	oVDGwZvIViU	144
Film_Animation	XiDRZfeL_hc	23
Gaming	ZnrG2NCONV4	37
People_Blogs	J0Iq3tN6SGk	35
Entertainment	sqLMc1Y1vzg	13
Entertainment	YScYytcG0YM	3
Autos_Vehicles	rKanPxSOyOk	64
Gaming	1XBVfUtMx8A	16
Film_Animation	qXQzf8MTFoU	0
Entertainment	VdQDF_REVJ4	39
Travel_Events	kJmwqwVajLg	5
Travel_Events	74EJ_DjjWb4	11
Entertainment	LekbZ95U-FA	64
Entertainment	332cSWgtN-A	10
Travel_Events	ZfFu1O92Hg0	45
People_Blogs	hqF9B4k-geg	161
Education	yry18d9yWEQ	25
Gaming	1lJR1Z7pOYk	42
People_Blogs	oK7chwvbQwM	34
Film_Animation	GTg7Z6SjmyY	3
Autos_Vehicles	D7fghxgluSw	23
Gaming	s5GppUJhosg	120
Entertainment	Zb4ub38eneM	10
People_Blogs	4eFoTBwfbkg	21
People_Blogs	CzWaX5-6Qxs	32
Travel_Events	oLungrb-feE	114
Comedy	kkzv64-nLmU	224
Film_Animation	Avip3eHPib4	41
People_Blogs	EqL0I1-gg7c	19
Travel_Events	8cbYbQKGwoE	57
Travel_Events	8cXCELg3IlY	15
Travel_Events	H1Nj76ORCKM	59
Travel_Events	gSSOnHd90kA	36
Entertainment	YwVxz3XF4FU	2
Entertainment	l5lCGFwNps4	10
Travel_Events	moAHaMrqzXg	2
Sports	1C7vVFI50Lg	0
Gaming	l9CdxsPAbJs	11
People_Blogs	s96h6JQ4qf4	32
Autos_Vehicles	fF5d2MrBM2k	83
Entertainment	WeBY4pUppmo	97
Howto_Style	GL891zZnmqE	50
Travel_Events	XRgitO05YBw	16
People_Blogs	Jv3IBSaYEkM	46
Entertainment	4_acimftbWU	193
Autos_Vehicles	ZYmDuFyEEEI	26
Autos_Vehicles	yru5oEaNXgA	22
People_Blogs	GJlmE9T88dk	28
Travel_Events	akgvHPe04k8	41
Science_Technology	iTrSffDq_Ow	21
Travel_Events	g6Ux8ZQ4N0o	4
Sports	iK0KNBM1Bdw	230
Gaming	rPh3AwwDJC0	15
Film_Animation	mfb8k_BQ6X8	4
Entertainment	86i5TqIpWhU	7
Travel_Events	fwcI4B32Ba4	21
Travel_Events	ti4i7yQJf7w	5
News_Politics	FebcJjVqMQE	58
Travel_Events	WB3EmKnTb3s	50
People_Blogs	X0v8-Nox04o	49
Entertainment	yGxEqUh9d6k	40
People_Blogs	Rd4tUqRIE1c	28
Autos_Vehicles	7irbuIxpRPw	25
News_Politics	m3nP7CuaQlk	98
Entertainment	FNl5fc7UDG0	16
Entertainment	wNKHQsQATls	129
Travel_Events	HvSwb7f3Hc0	38
People_Blogs	4JNCZryZd0U	133
Entertainment	2jfAd-B8WfM	333
Travel_Events	IvhE9nDjuys	1
People_Blogs	BuQ0icXN_Xg	32
Entertainment	xyNPc-aOels	40
Science_Technology	b7RFJNWwTBQ	31
People_Blogs	0HXSOmqXFVQ	30
Travel_Events	bmuckN3oIu8	97
People_Blogs	tgtgF7tQtOQ	61
People_Blogs	R-xtZO6kHmU	67
People_Blogs	gCkwdsEm7oA	143
Film_Animation	qtwrzi1DNgU	263
Education	l2nkR1bFuXI	55
Education	ieWT8TgScuo	5
People_Blogs	6ur1U1dXl7M	208
People_Blogs	wx5TojgnXkg	15
Entertainment	z0HHlzv1E8E	121
Entertainment	IguQ50AeabI	22
Gaming	z4k1Xse_XgY	214
Sports	ejYDsj08VbI	3
Pets_Animals	NeMos0bUp8M	5
Travel_Events	RDYMD_IZVbo	271
People_Blogs	F6qzcw5r8xY	10
Film_Animation	tdDAfizyX-U	2
Travel_Events	Pc1Pr_nC5Ec	14
People_Blogs	MXYly6sZtk0	77
Travel_Events	AB00MkcLOo0	14
Entertainment	FZgJBEFcxBM	8
People_Blogs	d8Rrc15siB4	34
People_Blogs	KfQ9oZUmO3Q	9
Nonprofits_Activism	ldSsFREnXeM	47
People_Blogs	G9Dwd7RoNhk	6
Entertainment	NvQDkuUy0_s	24
Travel_Events	g-mxDh2beb0	1
News_Politics	zE1vXZO6S3M	19
Film_Animation	IvyXDiVjimM	46
Gaming	bAtWW1TPTAQ	5
Entertainment	dlhB-jSmGdc	3
People_Blogs	zeTGWVfdWk8	17
People_Blogs	stDBE0S48X4	25
People_Blogs	4lkXBm8xHhI	2
Travel_Events	0jbfz5tT-uA	17
Autos_Vehicles	JvmsfD-vGoE	32
Sports	uBtT4hjv03A	13
Entertainment	IUyjOR5fK1k	79
People_Blogs	A_gn5TIdbxE	19
Education	yb0OreVGYP8	5
Film_Animation	xlaCZVNsDiI	9
Travel_Events	3pFI_gsmrHA	41
Science_Technology	gnn2lrnPN2Q	65
Travel_Events	Pi6Kqcv9ALQ	206
Travel_Events	np-S3IyKAhA	1
News_Politics	b_7CiPn7TFs	29
Gaming	XafCkO09yTk	21
Entertainment	Dgcw4gCx4f8	9
Travel_Events	crZoFc_brh4	19
Entertainment	2zSI0ZrQvSM	78
Autos_Vehicles	eXESA532-BQ	27
Travel_Events	rgsXBdOC5Eo	486
People_Blogs	WajFz5XQjnQ	25
Entertainment	52CvOc4mP-M	5
Autos_Vehicles	SlF80P1U6fs	181
Film_Animation	JnxI3s-YHo0	7
Gaming	MyPJ9gSPgCg	5
Education	rD24B1ag4Dc	61
Travel_Events	qBcma93fBWQ	67
Autos_Vehicles	yzc6ZUMGj1M	166
Travel_Events	oubRcmUnasc	90
People_Blogs	gtMfcvro0hM	83
Education	ssx3-jbTzJ8	20
Travel_Events	thxpSZmUHiM	14
Entertainment	PeMBwpNVZcI	2
Travel_Events	XMKQ35ybvsc	2
Pets_Animals	FOKHJcRvElI	3
Education	-UEqpnz0sGY	23
Sports	ZfYnHYJotVA	154
Travel_Events	e4uJfwYB240	121
People_Blogs	Na0HMYppsJA	33
Film_Animation	8v6Bv3TwiWc	21
Travel_Events	ghN3eeVZM80	170
Education	3Agsqmlr4Zk	142
Gaming	kokvHsrUcJA	147
Education	qlEljtBP40Y	51
Travel_Events	3Xni2UVJARw	107
Travel_Events	jPcXSV1hqtw	41
People_Blogs	rb_dTbXiyaI	1
Travel_Events	OR_Y7vj66PU	7
Travel_Events	dpGnfa52mLY	41
Entertainment	Wy4kQUdqDKM	99
Education	gf0mpUS9vWI	20
Travel_Events	NNpm_USz6J4	15
Sports	zmjMhpDO0YI	9
Travel_Events	rBT2UgyOqfs	71
People_Blogs	h4sTqj79JBc	25
News_Politics	k0C4LKnxUJY	12
Travel_Events	VALWe9ppLO8	34
Entertainment	VxgJ7byDPKw	66
Science_Technology	plWIXZcsK6U	27
Sports	7E3XcO9DozY	8
People_Blogs	OT7sDleO4Oc	62
Science_Technology	TIsENp7k8N8	4
Travel_Events	pFHPmvijbY0	85
Entertainment	bqDwlAUlDNU	605
Science_Technology	-IVYnuEf1Cc	39
Film_Animation	WKhtK9V82Vs	12
Travel_Events	IytLcFb2Dtg	41
Travel_Events	Q-AuyHbjs7g	96
Entertainment	PYNbi7-d2iY	4
Travel_Events	bQObmjDp-LE	173
Travel_Events	IcOsY2t6RO4	162
Travel_Events	8AN_mBUZ3CA	148
Autos_Vehicles	eCIDu7QX2x0	27
Gaming	7qttCcpb89g	116
Sports	hl0rLZNWuvc	3
Travel_Events	pC2_c-Qrm8E	67
Science_Technology	wBxW2_B9_Is	4
Travel_Events	14Mr1KU5ItY	156
Entertainment	6_-CDm4CBQs	11
Pets_Animals	emneXTXn1Nc	149
Entertainment	jBtadVG6Z4Y	3
Sports	liWAyh_WoAc	22
People_Blogs	TxF5riCFzBs	151
Education	yN4ntVRfKFo	13
Sports	xRMxq0gD5TY	304
People_Blogs	zSkQqDQjj_4	8
Education	zJHc_7aTStY	68
Travel_Events	o5hAbYUYN78	29
Travel_Events	UsxZbJpTMw4	11
People_Blogs	jxTG0rdUhm8	16
Gaming	Vgms9WqA12k	10
Travel_Events	F805V-od6-4	16
Sports	Jd32wyxbbac	12
News_Politics	Xz1O9FKS0gw	30
Travel_Events	kCCTf0KP428	23
Gaming	anO3r8jc_tg	4
Entertainment	p_xji7bnnnI	35
Travel_Events	e0_dxMTZpbQ	47
Film_Animation	Rry0tPnqMnQ	71
Autos_Vehicles	HgLGD7OCcDI	21
People_Blogs	U9FkRlx2kAY	56
Entertainment	4_acimftbWU	6
Gaming	3oht29IfDdU	31
Education	yHR3TrSxsRE	30
Film_Animation	MhBufzqQmzk	42
Autos_Vehicles	iWBPQ9kq_2U	17
Entertainment	lyBjNu2vLwg	53
News_Politics	adsVbNIEuhw	3
Travel_Events	ut5ZlS7iG58	116
Sports	iK0KNBM1Bdw	43
Travel_Events	xtkaliIPJwQ	54
Entertainment	t6zJgKuxYFY	0
Entertainment	aVxIIuPoDdM	15
Autos_Vehicles	pg3pyXOT5Aw	5
Travel_Events	t4gEBOxO3i4	174
Entertainment	0OlkgGsgFYY	90
Entertainment	V3wxloMJly8	15
Entertainment	1xHWGct6Z1U	54
Travel_Events	4G9V27HpMQw	7
People_Blogs	gkXB2BENdcI	26
Entertainment	FLt3xwp35Sk	63
Autos_Vehicles	__JHa9sfoCQ	20
People_Blogs	uRBiOFMBuQI	3
Science_Technology	fU0ujGWbeQ0	80
Travel_Events	Old5zUP0Zlg	53
Travel_Events	Q5ATATE-3Ow	79
People_Blogs	BL_ZWFbeLaY	5
People_Blogs	_onpcwlPjgY	79
Autos_Vehicles	qay-uV2yeo0	132
Travel_Events	cUId34krD6o	23
Autos_Vehicles	6cRXd_4urhE	11
Comedy	FYSRzJnSP8c	44
Autos_Vehicles	7YUEPLpmQfA	114
Entertainment	ORXorS0QLug	39
Sports	31939ylk2ck	31
Gaming	ddQ-XSizD14	23
Travel_Events	IYaaErV3Lu0	120
Autos_Vehicles	Ch6g9VwikZY	0
News_Politics	Oj0NQMhw818	60
Education	_jklgoh0HeM	49
Pets_Animals	BzIJxOyVfp8	104
Autos_Vehicles	_ruJhV2adyc	40
People_Blogs	Aqngnlhz6Ik	4
Travel_Events	_exv3U0HxJI	165
Entertainment	s4Jgwpr29YI	146
Education	B24kZJA2uZs	51
Travel_Events	8iHPUK7KMtY	26
People_Blogs	ZyBHdgxb_mo	86
Howto_Style	p9SevdqPd3Q	3
Travel_Events	jwl4CqpXk2Y	27
Film_Animation	qtwrzi1DNgU	76
People_Blogs	6ur1U1dXl7M	21
People_Blogs	ddFAhVfinzE	84
Autos_Vehicles	M3fI5Pkh2b8	153
Sports	O-U1oxfdda8	20
Travel_Events	AtlhJqVAub8	4
Travel_Events	hkbjWuwhScA	153
Gaming	zfzlqtm86YE	33
Travel_Events	V5VYYBR6M6Q	2
Education	JNLJl79yHC0	17
Travel_Events	fyEiJ-AAfSI	29
Entertainment	htwzcphfO_E	11
Education	modIvoQjpbE	67
Entertainment	C4IgvmVB7eQ	74
Science_Technology	itQiuxVV0EQ	128
Travel_Events	RDYMD_IZVbo	84
Autos_Vehicles	LsV8uFhSJjg	116
People_Blogs	mb6LCT9Ewfw	53
People_Blogs	tgtgF7tQtOQ	224
Autos_Vehicles	2sg4wH1cxmk	25
Autos_Vehicles	dfzCFVj-Tyo	69
Gaming	GvMQzyUdpPg	11
Howto_Style	KFxvJjqqxQ0	15
Travel_Events	TYlhVI9hmF4	106
Entertainment	PpliUNkE5T8	28
Travel_Events	pAzy0EUxGt0	89
People_Blogs	FNhYKxnTFpY	207
Autos_Vehicles	rv6hmIDdDkY	14
Travel_Events	NBtKUXtWoz8	70
Entertainment	JcUGCvFISOA	3
People_Blogs	Ynmp8jFNHkQ	94
Autos_Vehicles	REgZiBhSAbw	5
Autos_Vehicles	6S9aKLTOoIs	29
People_Blogs	Ro9aEIN3YRA	218
Autos_Vehicles	JHkPlS0edDI	0
Gaming	CIbo0xLbNic	31
Gaming	cdB--MpK5cc	14
Nonprofits_Activism	gWJapauiNFU	8
Entertainment	rQ_kmdNZQEg	55
Autos_Vehicles	1Y_YPgkWQIo	106
Entertainment	RtSKBo8woSQ	165
Education	lTTIBlvkyyY	26
Sports	6hQmIJ6avJ8	41
Gaming	qJ8YlygoL_c	7
Pets_Animals	AT7_Kbwjrcw	26
Gaming	71JUbb7QT1w	5
Science_Technology	m5QJUA3Tro8	55
Sports	9T3z8lUzp1w	19
Gaming	Sv7Zz3N_oPM	24
People_Blogs	7vRLe0fClpY	5
People_Blogs	QOUh2eTKZP0	8
Gaming	WgHzphmtpTs	37
Autos_Vehicles	FkDGxjxM5tY	61
Entertainment	LWI8t228-4Y	28
Science_Technology	ihTeVSMh5Gg	14
Travel_Events	mdOzgPn5Ixo	61
Entertainment	SI-ornpUq3M	3
Travel_Events	QQehBDxR3v4	56
Autos_Vehicles	2ht4M4YQ--0	29
People_Blogs	Jz9fmUkcUOk	75
Film_Animation	2-AP6WCth4w	82
